scientific_name,latitude,longitude,observed_on,provider
Celastrina echo,33.928943,-111.508787,2019-01-08,iNat
Celastrina echo,33.928943,-111.508787,2019-01-08,iNat
Vanessa cardui,32.2269155795,-111.0155935237,2019-01-28,iNat
Ochlodes sylvanoides,45.678955,-122.740675,2013-08-22,iNat
Ochlodes sylvanoides,45.6794561852,-122.7405512711,2013-08-22,iNat
Celastrina echo,44.2018500992,-123.47259862680001,2014-04-18,iNat
Ochlodes sylvanoides,47.393811,-120.4303591492,2012-08-18,iNat
Ochlodes sylvanoides,44.0693209,-118.8673,2014-08-04,iNat
Vanessa cardui,33.8985805556,-117.5072166667,2019-01-28,iNat
Aglais milberti,43.6573444444,-110.7842638889,2018-05-22,iNat
Vanessa cardui,34.7940270184,-118.0961736293,2019-01-25,iNat
Vanessa cardui,34.7408276657,-118.1980139204,2019-01-25,iNat
Libytheana carinenta,31.4742616399,-110.3003245356,2019-01-28,iNat
Aglais milberti,38.1189766248,-119.3176029197,2018-06-27,iNat
Vanessa cardui,33.8596971385,-112.3107854217,2019-01-03,iNat
Vanessa cardui,34.478958,-114.15998,2019-01-29,iNat
Vanessa cardui,32.587505,-117.0195616667,2019-01-29,iNat
Vanessa cardui,32.5876638889,-117.0198361111,2019-01-29,iNat
Vanessa cardui,34.8944673,-115.702064,2017-04-01,iNat
Vanessa cardui,31.935663581,-112.8208013294,2019-01-09,iNat
Vanessa cardui,32.9585647583,-114.8897705078,2019-01-20,iNat
Celastrina echo,37.5194640652,-121.843174892,2019-01-29,iNat
Vanessa cardui,32.7559276027,-117.049452399,2019-01-30,iNat
Vanessa cardui,34.5774149978,-114.401716746,2019-01-09,iNat
Aglais milberti,35.7278948572,-118.1712113819,2011-02-12,iNat
Vanessa cardui,33.4347616667,-115.70398,2019-01-28,iNat
Vanessa cardui,33.434755,-115.704045,2019-01-28,iNat
Vanessa cardui,32.6980883333,-117.2464,2019-01-25,iNat
Polygonia gracilis,44.8052103446,-110.4345811052,2018-06-07,iNat
Vanessa cardui,32.9970397949,-114.7214431763,2019-01-20,iNat
Eurema mexicana,33.9103854435,-111.4934033008,2018-10-28,iNat
Vanessa cardui,34.1168408481,-118.7582790464,2019-01-27,iNat
Vanessa cardui,32.680905,-117.0078722167,2019-01-28,iNat
Vanessa cardui,33.2271913195,-112.7653713686,2019-01-31,iNat
Vanessa cardui,33.1649852851,-112.6293620601,2019-01-27,iNat
Vanessa cardui,32.1800349439,-110.9895034356,2019-01-31,iNat
Celastrina echo,32.3445625386,-110.7182568931,2019-02-01,iNat
Erebia epipsodea,44.6916093254,-110.9421304478,2018-06-14,iNat
Vanessa cardui,33.7976648,-116.3993942,2019-02-01,iNat
Libytheana carinenta,29.4686816254,-110.7365862396,2017-09-08,iNat
Libytheana carinenta,29.4686816254,-110.7365862396,2017-09-08,iNat
Vanessa cardui,33.1819865,-116.2158411,2019-01-31,iNat
Vanessa cardui,33.4191093,-112.0721321,2019-01-31,iNat
Vanessa cardui,33.6556737,-111.8429473,2019-02-01,iNat
Vanessa cardui,33.6556737,-111.8429473,2019-02-01,iNat
Celastrina echo,31.7394796653,-110.8853739096,2019-02-01,iNat
Ochlodes sylvanoides,45.8076012232,-122.8715017342,2017-08-29,iNat
Vanessa cardui,38.59228417,-121.4466565001,2017-05-24,iNat
Celastrina echo,32.3121849681,-110.8115288896,2019-02-02,iNat
Vanessa cardui,33.9740586609,-114.532933713,2019-01-11,iNat
Vanessa cardui,36.158703987,-115.430675078,2019-02-01,iNat
Vanessa cardui,38.5931433799,-121.4484169001,2017-05-24,iNat
Ochlodes sylvanoides,40.2288884829,-105.3420054477,2002-07-20,iNat
Libytheana carinenta,33.1643687381,-112.6252985906,2019-01-27,iNat
Vanessa cardui,30.4011293773,-110.7173568241,2017-09-13,iNat
Libytheana carinenta,30.3725551173,-110.6277156741,2017-09-13,iNat
Vanessa cardui,33.328,-116.366,2019-02-01,iNat
Vanessa cardui,33.3622235831,-111.9932822226,2019-02-01,iNat
Vanessa cardui,34.0476998578,-116.5670432,2019-01-31,iNat
Libytheana carinenta,32.1875533856,-110.5937294248,2019-02-02,iNat
Celastrina echo,32.1823560159,-110.5934660108,2019-02-02,iNat
Speyeria cybele,49.0369511834,-117.3546981916,2018-07-12,iNat
Speyeria cybele,49.0078990813,-117.3244991778,2017-07-18,iNat
Vanessa cardui,33.9325499971,-112.6984671349,2019-02-02,iNat
Libytheana carinenta,33.859820741,-112.0037084488,2019-02-02,iNat
Celastrina echo,31.4226505826,-110.2989064434,2016-07-26,iNat
Vanessa cardui,31.4377864763,-110.2753986008,2019-01-11,iNat
Vanessa cardui,32.9337483333,-116.2170366667,2019-02-01,iNat
Aglais milberti,48.168455,-116.504387,2015-04-17,iNat
Vanessa cardui,33.8470916748,-116.3154525757,2019-02-03,iNat
Celastrina echo,31.7620269683,-110.8447029413,2019-01-26,iNat
Vanessa cardui,37.7433675732,-122.4140453339,2007-05-13,iNat
Vanessa cardui,37.7433675732,-122.4140453339,2007-05-13,iNat
Vanessa cardui,40.1703152674,-104.989067614,2018-09-16,iNat
Celastrina echo,32.31661969,-110.8203905983,2019-02-04,iNat
Vanessa cardui,33.2578638889,-116.2941194444,2019-02-03,iNat
Vanessa cardui,32.66497,-116.98519,2019-02-03,iNat
Vanessa cardui,33.8281043978,-116.3109145349,2019-02-04,iNat
Vanessa cardui,33.82864821,-116.3105594309,2019-02-04,iNat
Vanessa cardui,33.8286227815,-116.3104049427,2019-02-04,iNat
Vanessa cardui,33.8282686165,-116.311195394,2019-02-04,iNat
Ochlodes sylvanoides,37.3850546945,-122.1751220182,2015-09-05,iNat
Ochlodes sylvanoides,37.3851470312,-122.1751100992,2015-09-05,iNat
Ochlodes sylvanoides,37.3852322795,-122.1749598955,2015-09-05,iNat
Ochlodes sylvanoides,37.3853794352,-122.174857232,2015-09-05,iNat
Vanessa cardui,33.8295821528,-116.3107523928,2019-02-04,iNat
Colias eurytheme,33.3621518964,-111.9956211088,2019-02-05,iNat
Vanessa cardui,33.3622773481,-111.9946555136,2019-02-05,iNat
Libytheana carinenta,33.5841601874,-101.8871350864,2018-10-12,iNat
Vanessa cardui,37.7964027473,-122.4644082502,2007-05-16,iNat
Boloria epithore,37.149673,-122.267337,2007-05-21,iNat
Celastrina echo,37.5148824,-121.8311506,2007-06-03,iNat
Celastrina echo,37.7924662,-122.4802198,2007-06-14,iNat
Celastrina echo,37.9512861074,-122.7708591832,2007-06-24,iNat
Vanessa cardui,33.7007944444,-116.3640888889,2019-02-05,iNat
Vanessa cardui,34.6016599787,-115.3532450832,2019-02-06,iNat
Boloria epithore,47.8670351,-123.059615,1979-07-22,iNat
Vanessa cardui,34.046762416200004,-117.2743927352,2019-02-06,iNat
Lycaena heteronea,37.8485217129,-122.5434160075,2007-07-23,iNat
Vanessa cardui,32.0163491498,-112.7115229114,2019-01-09,iNat
Celastrina echo,32.4502420937,-110.9129697504,2019-02-02,iNat
Vanessa cardui,31.6245456284,-101.6056200137,2019-02-07,iNat
Vanessa cardui,32.8139967069,-117.0260935236,2019-02-07,iNat
Vanessa cardui,32.8135421687,-117.02638901,2019-02-07,iNat
Vanessa cardui,31.8912591142,-113.3668899536,2019-02-03,iNat
Vanessa cardui,34.128375,-118.1558083333,2019-02-07,iNat
Erebia epipsodea,44.6861165499,-110.9359359741,2018-06-22,iNat
Erebia epipsodea,44.9354061122,-110.7105716634,2018-06-22,iNat
Libytheana carinenta,33.2797616667,-111.15258,2019-02-08,iNat
Celastrina echo,33.2773683333,-111.1543633333,2019-02-08,iNat
Vanessa cardui,34.066455500000004,-117.0524833333,2019-02-08,iNat
Vanessa cardui,35.0247116089,-116.3586502075,2019-02-08,iNat
Celastrina echo,32.326448015,-110.6999402123,2019-02-08,iNat
Libytheana carinenta,33.271200252,-111.1850581864,2018-10-06,iNat
Celastrina echo,32.3264206043,-110.699630501,2019-02-08,iNat
Vanessa cardui,32.9107583333,-116.2501,2019-02-08,iNat
Celastrina echo,44.7813529,-123.0866377428,2014-04-12,iNat
Vanessa cardui,35.2947583333,-118.8026366667,2019-02-09,iNat
Vanessa cardui,32.8838577918,-116.2842572097,2019-02-09,iNat
Vanessa cardui,32.7343333333,-114.1258916667,2019-02-09,iNat
Vanessa cardui,34.3149,-114.1072388333,2019-02-09,iNat
Vanessa cardui,34.1289119838,-118.1147602344,2019-02-09,iNat
Vanessa cardui,32.9362374202,-115.1433139667,2019-02-09,iNat
Vanessa cardui,33.8377723539,-116.3009959595,2019-02-05,iNat
Vanessa cardui,44.6103349599,-122.8391010314,2015-04-17,iNat
Vanessa cardui,33.4635,-111.9442,2005-04-16,iNat
Ochlodes sylvanoides,34.9030336,-120.6704513,2013-08-12,iNat
Colias eurytheme,40.6148720274,-115.3816336693,2017-08-31,iNat
Libytheana carinenta,28.8686911762,-110.9638908195,2018-09-27,iNat
Vanessa cardui,33.9079612408,-116.5791804417,2019-02-08,iNat
Aglais milberti,43.6667766667,-110.6968566667,2018-05-26,iNat
Vanessa cardui,32.8087716667,-115.98088,2019-02-10,iNat
Vanessa cardui,36.25788325,-115.34442001,2014-02-22,iNat
Polygonia gracilis,37.7952718,-108.0659063,2016-09-04,iNat
Boloria epithore,48.513778,-120.697133,2018-07-29,iNat
Vanessa cardui,33.2762888889,-116.1375972222,2019-02-10,iNat
Vanessa cardui,29.1464016722,-110.9511727077,2017-02-10,iNat
Vanessa cardui,33.2734777778,-116.1253861111,2019-02-10,iNat
Libytheana carinenta,29.1791565771,-102.9560529355,2010-06-02,iNat
Vanessa cardui,33.6966257178,-116.3740747157,2019-02-10,iNat
Vanessa cardui,33.4612816667,-111.9455616667,2019-02-07,iNat
Vanessa cardui,33.4600383333,-111.9451466667,2019-02-07,iNat
Vanessa cardui,31.8167142829,-111.3271158624,2018-12-22,iNat
Vanessa cardui,33.8424525871,-116.3124342139,2019-01-02,iNat
Vanessa cardui,33.71875422,-116.29577857,2019-02-11,iNat
Vanessa cardui,33.4618284093,-111.9467456054,2019-02-08,iNat
Ochlodes sylvanoides,40.3523334,-123.9860232,2012-08-08,iNat
Vanessa cardui,32.3091971909,-110.7201930474,2019-02-11,iNat
Vanessa cardui,33.3041666667,-116.1583333333,2019-02-10,iNat
Vanessa cardui,34.1474083333,-118.2084583333,2019-02-09,iNat
Vanessa cardui,34.34508,-118.54458,2017-05-07,iNat
Vanessa cardui,34.0334458051,-117.2078987356,2019-02-11,iNat
Vanessa cardui,33.9308449,-118.4350634,2019-02-11,iNat
Vanessa cardui,31.810893932,-111.6470858455,2019-02-11,iNat
Celastrina echo,48.6639290927,-122.8707309838,2010-05-17,iNat
Vanessa cardui,33.6690738136,-116.4090742118,2019-02-12,iNat
Vanessa cardui,32.9489783333,-116.3044366667,2019-02-11,iNat
Celastrina echo,32.3440666345,-110.7181157088,2019-02-12,iNat
Vanessa cardui,33.203995,-116.1884533333,2019-02-12,iNat
Vanessa cardui,33.7399675833,-116.5342423056,2019-02-10,iNat
Vanessa cardui,33.79543,-111.79916,2019-02-12,iNat
Vanessa cardui,33.93987,-116.445625,2019-02-13,iNat
Vanessa cardui,33.8632580332,-117.1870980754,2012-03-10,iNat
Vanessa cardui,33.0701528333,-116.1118695,2019-02-10,iNat
Vanessa cardui,36.0886073795,-114.9816313681,2017-08-23,iNat
Vanessa cardui,33.7594133333,-116.4777416667,2019-02-13,iNat
Polygonia gracilis,42.2677618216,-122.5761911688,2018-03-29,iNat
Vanessa cardui,34.0042083333,-118.3998033333,2019-02-15,iNat
Vanessa cardui,33.6909838161,-112.192987986,2019-02-15,iNat
Vanessa cardui,33.1241111667,-117.00566945,2019-02-15,iNat
Aglais milberti,43.8096769372,-110.7225862518,2012-06-16,iNat
Vanessa cardui,36.42299309,-115.43594948,2014-04-06,iNat
Vanessa cardui,34.0831732918,-117.9394908517,2019-02-15,iNat
Vanessa cardui,33.7120513259,-116.1970924892,2019-02-15,iNat
Vanessa cardui,34.0177,-118.288855,2019-02-15,iNat
Vanessa cardui,33.7205771,-116.2155619,2019-02-14,iNat
Vanessa cardui,33.2550307154,-116.3712612454,2019-02-15,iNat
Libytheana carinenta,33.8858389364,-111.8155673443,2019-02-10,iNat
Vanessa cardui,33.8977775574,-118.0166702271,2019-02-16,iNat
Vanessa cardui,34.1008338928,-118.2838897705,2019-02-16,iNat
Vanessa cardui,34.1286249,-118.1556549,2019-02-16,iNat
Vanessa cardui,34.1687666667,-118.1801916667,2019-02-16,iNat
Vanessa cardui,34.0069388833,-118.3620083333,2019-02-16,iNat
Vanessa cardui,32.7541861111,-117.1963722222,2019-02-15,iNat
Vanessa cardui,33.889339499,-111.8151605786,2019-02-10,iNat
Vanessa cardui,34.11384,-118.222555,2019-02-16,iNat
Lycaena mariposa,40.0057245,-120.9949558,2015-06-25,iNat
Vanessa cardui,33.924265,-115.929205,2019-02-15,iNat
Vanessa cardui,33.8270863784,-118.3059039824,2019-02-16,iNat
Vanessa cardui,32.3206187247,-110.7341912511,2019-02-16,iNat
Vanessa cardui,33.3056866704,-116.214074269,2019-02-16,iNat
Vanessa cardui,33.589504432,-117.1916438778,2017-04-29,iNat
Vanessa cardui,31.908509,-109.249184,2009-08-04,iNat
Vanessa cardui,34.1026895653,-118.7071354111,2019-02-17,iNat
Vanessa cardui,33.3911613898,-117.1463350926,2019-02-17,iNat
Vanessa cardui,32.2425652122,-111.1662598327,2019-02-17,iNat
Vanessa cardui,33.1352666667,-117.3005972222,2019-02-17,iNat
Vanessa cardui,33.6693083333,-116.412195,2019-02-15,iNat
Vanessa cardui,33.989445,-116.6564966667,2019-02-12,iNat
Vanessa cardui,33.799183,-111.7977,2019-02-16,iNat
Vanessa cardui,33.6475033333,-115.8062,2019-02-17,iNat
Vanessa cardui,33.6467833333,-115.8007566667,2019-02-16,iNat
Vanessa cardui,32.3945274353,-111.1401748657,2019-01-01,iNat
Vanessa cardui,33.8767265734,-111.8159378326,2019-02-10,iNat
Vanessa cardui,33.5136766667,-111.68545,2019-02-15,iNat
Celastrina echo,33.7530968185,-111.4969275888,2019-02-17,iNat
Vanessa cardui,33.8536616667,-116.5356666667,2019-02-18,iNat
Vanessa cardui,33.5835461241,-112.0693755741,2019-02-15,iNat
Vanessa cardui,32.915505,-116.2267383333,2019-02-18,iNat
Vanessa cardui,33.8825416565,-116.5026473999,2019-02-18,iNat
Vanessa cardui,32.8010540243,-116.235848113,2019-02-18,iNat
Vanessa cardui,34.1279446389,-118.111231896,2019-02-16,iNat
Polygonia gracilis,40.4284517443,-105.52479773,2006-06-16,iNat
Vanessa cardui,34.3376582856,-119.1048437411,2010-10-28,iNat
Vanessa cardui,33.6632204769,-117.8433717844,2019-02-16,iNat
Vanessa cardui,34.3376704555,-119.1050029716,2010-10-11,iNat
Vanessa cardui,33.8054683333,-116.1861316667,2019-02-18,iNat
Vanessa cardui,33.806255,-116.185655,2019-02-18,iNat
Vanessa cardui,33.8026866667,-116.188295,2019-02-18,iNat
Vanessa cardui,34.1285982566,-118.1553652214,2019-02-18,iNat
Vanessa cardui,33.236606621,-111.7669858444,2019-01-19,iNat
Vanessa cardui,33.3612498845,-111.7349006307,2019-01-08,iNat
Colias eurytheme,42.0973247374,-122.4450024879,2017-06-17,iNat
Vanessa cardui,33.7689705938,-118.4173800611,2019-02-18,iNat
Vanessa cardui,36.0984400254,-114.0824600682,2018-02-16,iNat
Vanessa cardui,33.7699141488,-111.4846518257,2019-02-17,iNat
Vanessa cardui,33.651955,-115.819005,2019-02-18,iNat
Vanessa cardui,33.65207,-115.8182833333,2019-02-18,iNat
Vanessa cardui,33.3032390547,-116.22668,2019-02-18,iNat
Vanessa cardui,33.3041031671,-116.226383693,2019-02-18,iNat
Vanessa cardui,34.1561195,-117.740745,2019-02-19,iNat
Boloria epithore,42.1120624696,-122.4643845879,2017-06-17,iNat
Boloria epithore,42.1090496463,-122.4381659701,2017-06-17,iNat
Vanessa cardui,36.4385,-115.436993,2014-04-27,iNat
Vanessa cardui,33.1878514064,-116.0938040167,2019-02-17,iNat
Vanessa cardui,34.6783055193,-117.8073191785,2019-02-16,iNat
Vanessa cardui,33.4782028198,-115.7569198608,2019-02-20,iNat
Vanessa cardui,33.4782028198,-115.7569198608,2019-02-20,iNat
Vanessa cardui,33.5765633333,-115.9955,2019-02-18,iNat
Vanessa cardui,33.1755916667,-116.1016778333,2019-02-20,iNat
Vanessa cardui,36.431398,-115.49582,2014-04-27,iNat
Vanessa cardui,33.3623553487,-111.4872835267,2018-12-02,iNat
Plebejus anna,37.6710656808,-119.0763618942,2013-07-13,iNat
Ochlodes sylvanoides,47.0866893159,-122.7232850175,2013-08-22,iNat
Lycaena heteronea,40.7664915092,-105.5414667104,2018-07-25,iNat
Ochlodes sylvanoides,40.7664915092,-105.5414667104,2018-07-26,iNat
Polygonia gracilis,40.7664915092,-105.5414667104,2018-07-27,iNat
Vanessa cardui,34.0144472167,-118.37628,2019-02-21,iNat
Vanessa cardui,33.1802777778,-116.1641666667,2019-02-20,iNat
Vanessa cardui,33.1722222222,-116.2086111111,2019-02-20,iNat
Vanessa cardui,33.1798533333,-116.1638033333,2019-02-20,iNat
Vanessa cardui,33.1824266667,-116.16548,2019-02-20,iNat
Vanessa cardui,33.280384484,-111.1605295368,2018-12-09,iNat
Libytheana carinenta,33.2792582767,-111.1524344455,2018-12-09,iNat
Eurema mexicana,33.279091226,-111.1594636859,2018-12-09,iNat
Vanessa cardui,33.267155,-116.1145233333,2019-02-09,iNat
Vanessa cardui,33.2632933333,-116.1128683333,2019-02-09,iNat
Vanessa cardui,33.2511366667,-116.2953166667,2019-02-09,iNat
Vanessa cardui,33.2590033333,-116.2939,2019-02-16,iNat
Eurema mexicana,29.2766,-103.3118166667,2015-04-30,iNat
Vanessa cardui,35.6175918579,-116.2720108032,2019-02-22,iNat
Vanessa cardui,33.7748916667,-116.5156866667,2019-02-22,iNat
Vanessa cardui,33.7748916667,-116.515695,2019-02-22,iNat
Celastrina echo,46.2250042648,-117.8487677189,2017-04-29,iNat
Vanessa cardui,34.1753545819,-118.7004826141,2019-02-18,iNat
Vanessa cardui,33.3199315,-115.93692,2019-02-21,iNat
Aglais milberti,40.6988369542,-110.9035357749,2016-07-17,iNat
Vanessa cardui,34.1345918272,-117.0412256073,2019-02-23,iNat
Vanessa cardui,32.4125896256,-110.9156956136,2019-02-23,iNat
Vanessa cardui,33.3283348083,-116.3666687012,2019-02-23,iNat
Vanessa cardui,33.2856712341,-116.1069564819,2019-02-23,iNat
Vanessa cardui,34.4833966579,-119.2124205082,2019-02-23,iNat
Vanessa cardui,42.28263553,-122.2475326964,2017-06-28,iNat
Vanessa cardui,42.0822899677,-122.4802038793,2017-07-10,iNat
Vanessa cardui,32.9463628633,-117.263308419,2019-02-24,iNat
Colias eurytheme,31.64272158,-111.04782998,2018-11-04,iNat
Vanessa cardui,34.2677833333,-117.5222783333,2019-02-24,iNat
Ochlodes sylvanoides,42.1428815548,-122.5008344927,2017-07-15,iNat
Vanessa cardui,32.60667526,-116.92640769,2019-02-24,iNat
Vanessa cardui,33.1848305556,-117.30275,2019-02-24,iNat
Vanessa cardui,33.3546236565,-116.3743732679,2019-02-23,iNat
Vanessa cardui,33.7179135059,-118.3142601172,2019-02-24,iNat
Vanessa cardui,33.2864,-116.1563721667,2019-02-23,iNat
Vanessa cardui,34.1006236,-118.0132699,2019-02-24,iNat
Vanessa cardui,33.8367666667,-116.30638,2019-02-24,iNat
Vanessa cardui,34.0722701814,-116.3898876547,2019-02-23,iNat
Vanessa cardui,36.1392122275,-119.0819864793,2019-02-24,iNat
Vanessa cardui,33.3077558087,-116.2133402499,2019-02-24,iNat
Ochlodes sylvanoides,44.993151,-110.692298,2016-08-04,iNat
Vanessa cardui,33.3353869872,-116.3738604816,2019-02-25,iNat
Vanessa cardui,33.6373951565,-117.8482069929,2019-02-24,iNat
Vanessa cardui,33.7234611511,-117.4169998169,2019-02-24,iNat
Vanessa cardui,33.7231407166,-117.417098999,2019-02-24,iNat
Vanessa cardui,34.0762233781,-117.5679952932,2019-02-25,iNat
Vanessa cardui,34.1255801311,-118.2102748008,2019-02-25,iNat
Vanessa cardui,33.1692466667,-117.356675,2019-02-25,iNat
Vanessa cardui,36.0195398751,-119.0066048387,2019-02-24,iNat
Vanessa cardui,34.1136333333,-118.2301783333,2019-02-25,iNat
Libytheana carinenta,32.2269724926,-111.0128357478,2019-02-25,iNat
Vanessa cardui,34.2321737,-116.7590369,2019-02-25,iNat
Vanessa cardui,34.2020149231,-118.2118759155,2019-02-25,iNat
Vanessa cardui,33.4304131094,-117.8712245935,2019-02-24,iNat
Libytheana carinenta,32.2433319092,-111.1672210693,2019-02-25,iNat
Vanessa cardui,31.2894533333,-113.49447,2019-02-24,iNat
Vanessa cardui,32.5737762451,-117.1244506836,2019-02-25,iNat
Vanessa cardui,35.6292575819,-117.6650172719,2015-03-07,iNat
Vanessa cardui,33.2571716667,-116.2923366667,2019-02-24,iNat
Vanessa cardui,33.312,-116.2242133333,2019-02-24,iNat
Libytheana carinenta,34.1671009931,-116.5728106168,2018-11-02,iNat
Colias eurytheme,34.1670641079,-116.5728092954,2018-11-02,iNat
Vanessa cardui,34.1668620687,-116.5728040014,2018-11-02,iNat
Vanessa cardui,33.24737,-116.40576,2019-02-19,iNat
Vanessa cardui,33.25949,-116.40687,2019-02-19,iNat
Vanessa cardui,33.809726405,-117.9189154878,2019-02-25,iNat
Vanessa cardui,33.25793,-116.4067216667,2019-02-25,iNat
Vanessa cardui,33.6074633333,-117.1688216667,2019-02-25,iNat
Vanessa cardui,33.2187303571,-116.3320004002,2019-02-26,iNat
Vanessa cardui,34.3373532703,-116.5575780524,2019-02-26,iNat
Vanessa cardui,33.604917,-111.776427,2019-02-24,iNat
Polygonia gracilis,40.7063945,-105.313662,2018-05-20,iNat
Vanessa cardui,34.1246703764,-118.2091321018,2019-02-26,iNat
Vanessa cardui,33.26739,-116.4094859,2019-02-19,iNat
Vanessa cardui,34.0548381435,-118.2725214913,2019-02-26,iNat
Vanessa cardui,33.3595666667,-116.3954166667,2019-02-26,iNat
Libytheana carinenta,28.3044946282,-105.4308546484,2019-02-17,iNat
Vanessa cardui,34.201471741,-118.2113507039,2019-02-22,iNat
Vanessa cardui,32.3091933139,-110.7204028344,2019-02-26,iNat
Lycaena heteronea,38.6530444444,-120.0142833333,2018-08-05,iNat
Vanessa cardui,34.1008312628,-118.0124846847,2019-02-27,iNat
Vanessa cardui,33.26900291,-116.41753803,2019-02-27,iNat
Vanessa cardui,33.82221,-116.3241254,2019-02-23,iNat
Vanessa cardui,34.1287480321,-118.1648606134,2019-02-27,iNat
Vanessa cardui,34.1288138333,-118.1648945,2019-02-27,iNat
Vanessa cardui,31.9174176401,-109.2787039086,2017-04-13,iNat
Vanessa cardui,33.8439337892,-117.0550730876,2019-02-26,iNat
Vanessa cardui,34.1414528333,-118.1678866667,2019-02-27,iNat
Vanessa cardui,34.1248695,-118.2101966667,2019-02-27,iNat
Libytheana carinenta,33.85108,-112.28447,2019-02-27,iNat
Vanessa cardui,33.5191823675,-115.9371028247,2019-02-27,iNat
Vanessa cardui,34.1248435974,-118.2093048096,2019-02-27,iNat
Vanessa cardui,33.1232023329,-117.3184113161,2019-02-25,iNat
Vanessa cardui,34.1209392378,-117.9444936814,2019-02-27,iNat
Vanessa cardui,33.77277989,-116.31551225,2019-02-27,iNat
Vanessa cardui,34.0188051705,-118.2560414715,2019-02-27,iNat
Vanessa cardui,33.7842716667,-116.4902883333,2019-02-27,iNat
Vanessa cardui,34.091112519,-118.1811157163,2019-02-27,iNat
Vanessa cardui,34.1247664915,-118.2094094796,2019-02-27,iNat
Vanessa cardui,34.0442504883,-117.1603927612,2019-02-27,iNat
Vanessa cardui,34.043762207,-117.1586608887,2019-02-27,iNat
Vanessa cardui,34.0441322327,-117.1603851318,2019-02-27,iNat
Vanessa cardui,34.1273616,-118.2104781,2019-02-27,iNat
Vanessa cardui,34.1273659368,-118.2104873657,2019-02-27,iNat
Vanessa cardui,34.1273659368,-118.2104873657,2019-02-27,iNat
Vanessa cardui,34.1273659368,-118.2104873657,2019-02-27,iNat
Vanessa cardui,34.1273659368,-118.2104873657,2019-02-27,iNat
Vanessa cardui,34.1247804623,-118.2094118975,2019-02-27,iNat
Vanessa cardui,34.1247900878,-118.2093423026,2019-02-27,iNat
Vanessa cardui,34.1247833631,-118.2092873926,2019-02-27,iNat
Vanessa cardui,34.12555,-118.209115,2019-02-27,iNat
Vanessa cardui,34.1270566667,-118.2082616667,2019-02-27,iNat
Vanessa cardui,34.12714,-118.208505,2019-02-27,iNat
Vanessa cardui,34.12762,-118.2089883333,2019-02-27,iNat
Vanessa cardui,34.1275966667,-118.2090033333,2019-02-27,iNat
Vanessa cardui,34.1276033333,-118.209,2019-02-27,iNat
Vanessa cardui,34.1275966667,-118.20901,2019-02-27,iNat
Vanessa cardui,34.1392250061,-118.1675491333,2019-02-27,iNat
Vanessa cardui,34.19578,-118.1742083333,2019-02-27,iNat
Vanessa cardui,34.1363655833,-118.1677724444,2019-02-27,iNat
Vanessa cardui,33.467529,-117.661567,2019-02-27,iNat
Vanessa cardui,33.6688216667,-116.4041883333,2019-02-27,iNat
Vanessa cardui,34.1294995762,-118.2091084287,2019-02-27,iNat
Aglais milberti,48.7197486333,-113.7396230905,2005-06-05,iNat
Vanessa cardui,34.0548278333,-118.2724833333,2019-02-27,iNat
Vanessa cardui,34.26955209,-118.34185156,2019-02-27,iNat
Lycaena mariposa,44.1996416667,-111.3938222222,2013-07-25,iNat
Vanessa cardui,33.8865699768,-117.1946029663,2019-02-28,iNat
Vanessa cardui,34.1137305,-118.3290633333,2019-02-28,iNat
Vanessa cardui,34.1172936014,-118.0837763762,2019-02-28,iNat
Vanessa cardui,34.3371340087,-116.2302248893,2019-02-28,iNat
Vanessa cardui,34.4039213768,-118.5617897527,2019-02-28,iNat
Vanessa cardui,33.82234777,-116.40699028,2019-02-28,iNat
Vanessa cardui,33.9716949463,-117.3407287598,2019-02-28,iNat
Vanessa cardui,33.7819663317,-116.2871676741,2019-02-27,iNat
Libytheana carinenta,33.3129962323,-112.6748774429,2019-02-28,iNat
Vanessa cardui,34.3805313226,-118.3402272881,2019-02-28,iNat
Libytheana carinenta,32.280118261,-110.9323986637,2019-02-28,iNat
Vanessa cardui,32.8958627768,-116.2285954972,2019-02-27,iNat
Vanessa cardui,32.8454742432,-117.2032318115,2019-02-28,iNat
Vanessa cardui,32.895941441,-116.22854881,2019-02-27,iNat
Vanessa cardui,34.0432386844,-117.1038156375,2019-02-28,iNat
Vanessa cardui,33.7379888889,-116.9192722222,2019-02-28,iNat
Vanessa cardui,32.8552733333,-113.2520933333,2019-02-18,iNat
Vanessa cardui,33.7759527426,-116.5466620492,2019-02-24,iNat
Vanessa cardui,34.2490448889,-118.4809512778,2019-02-28,iNat
Vanessa cardui,34.1450963459,-117.4619880243,2019-02-28,iNat
Vanessa cardui,34.1288599075,-116.0485221182,2019-01-07,iNat
Vanessa cardui,33.4676691,-117.6618442,2019-02-28,iNat
Vanessa cardui,34.1446805,-118.1173945,2019-03-01,iNat
Vanessa cardui,33.9535201339,-118.2883315206,2019-03-01,iNat
Vanessa cardui,34.1877784729,-118.138885498,2019-03-01,iNat
Vanessa cardui,33.8122833333,-117.9189133333,2019-03-01,iNat
Vanessa cardui,33.810846163,-118.0177235418,2019-02-27,iNat
Vanessa cardui,34.1254408658,-118.2092569863,2019-03-01,iNat
Vanessa cardui,33.6640389747,-117.8426619305,2019-02-25,iNat
Vanessa cardui,34.1255808017,-118.2091010829,2019-03-01,iNat
Vanessa cardui,33.20388787,-116.95288237,2019-03-01,iNat
Vanessa cardui,34.1746702961,-118.1314772463,2019-02-28,iNat
