scientific_name,latitude,longitude,observed_on,provider
Vanessa cardui,33.3095183333,-116.196765,2019-02-28,iNat
Vanessa cardui,34.1247361579,-118.2095312484,2019-03-01,iNat
Vanessa cardui,34.124779024,-118.2094871256,2019-03-01,iNat
Vanessa cardui,34.1247433333,-118.2094083333,2019-03-01,iNat
Vanessa cardui,34.12467,-118.20936,2019-03-01,iNat
Vanessa cardui,34.1247133333,-118.2093266667,2019-03-01,iNat
Vanessa cardui,34.1247316667,-118.2093233333,2019-03-01,iNat
Vanessa cardui,34.12477,-118.209435,2019-03-01,iNat
Vanessa cardui,34.1247383333,-118.209415,2019-03-01,iNat
Vanessa cardui,33.6020616667,-116.5979383333,2019-03-01,iNat
Vanessa cardui,32.2442385839,-111.1674130762,2006-11-24,iNat
Vanessa cardui,32.2445134348,-111.1672439738,2006-11-24,iNat
Vanessa cardui,34.3500504036,-118.2611620382,2019-03-01,iNat
Vanessa cardui,33.74438358,-116.17052551,2019-03-01,iNat
Vanessa cardui,34.0735195,-118.1862333333,2019-02-28,iNat
Vanessa cardui,36.1610666667,-115.5006416667,2019-03-01,iNat
Vanessa cardui,32.3984311672,-115.5726343071,2019-02-26,iNat
Vanessa cardui,34.0144895004,-118.2775924368,2019-03-01,iNat
Celastrina echo,30.64991,-104.1764333333,2019-02-26,iNat
Vanessa cardui,33.9749524847,-117.3218432407,2019-03-01,iNat
Vanessa cardui,32.66907,-116.92447,2019-03-01,iNat
Vanessa cardui,34.353845,-118.3957283333,2019-03-01,iNat
Vanessa cardui,33.9276616667,-115.911385,2019-02-24,iNat
Vanessa cardui,33.8605333333,-115.7938016667,2019-02-24,iNat
Vanessa cardui,32.5635795593,-117.1231155396,2019-03-01,iNat
Vanessa cardui,32.68138,-116.91375,2019-03-01,iNat
Vanessa cardui,34.054876255,-118.2725131876,2019-03-01,iNat
Polygonia gracilis,37.7720371327,-111.4173392937,2004-10-04,iNat
Vanessa cardui,33.6427216667,-116.3582616667,2019-03-01,iNat
Vanessa cardui,34.2012410306,-118.2108893638,2019-03-01,iNat
Vanessa cardui,33.1748972222,-116.33365,2019-03-01,iNat
Vanessa cardui,34.1288660221,-118.2103049755,2019-03-01,iNat
Vanessa cardui,34.1209345086,-118.2632867204,2019-02-28,iNat
Vanessa cardui,33.1089919868,-117.2045579301,2019-03-01,iNat
Vanessa cardui,33.2566216667,-116.3770533333,2019-03-01,iNat
Vanessa cardui,34.70132663,-117.77407491,2019-03-01,iNat
Vanessa cardui,33.8486830073,-116.3151919004,2019-02-28,iNat
Vanessa cardui,33.3071866667,-116.2132866667,2019-03-02,iNat
Vanessa cardui,33.0229219444,-116.7984283333,2019-02-25,iNat
Vanessa cardui,33.30603,-116.21376,2019-02-20,iNat
Vanessa cardui,33.30742,-116.2132066,2019-02-20,iNat
Vanessa cardui,32.7237808379,-116.9863665664,2019-03-02,iNat
Vanessa cardui,32.7238573646,-116.9867346996,2019-03-02,iNat
Vanessa cardui,33.7021611432,-116.3735430794,2019-03-02,iNat
Vanessa cardui,34.2183198,-118.6401683,2019-03-01,iNat
Vanessa cardui,33.702198815,-116.373596789,2019-03-02,iNat
Vanessa cardui,32.7244057088,-116.9843633753,2019-03-02,iNat
Vanessa cardui,34.202404135,-118.2089136131,2019-03-01,iNat
Vanessa cardui,33.6639367369,-117.842785748,2019-03-01,iNat
Vanessa cardui,34.3120637884,-118.51160512,2019-03-01,iNat
Vanessa cardui,33.1192896007,-116.4368399617,2019-02-23,iNat
Vanessa cardui,33.1193004823,-116.4367125568,2019-02-23,iNat
Vanessa cardui,33.1192061316,-116.4368359384,2019-02-23,iNat
Vanessa cardui,33.9732033333,-117.9272833333,2019-02-24,iNat
Vanessa cardui,33.2831668297,-116.162608211,2019-03-02,iNat
Vanessa cardui,33.845992478,-116.3422499455,2019-03-02,iNat
Vanessa cardui,36.4071677734,-115.7582773267,2012-05-15,iNat
Vanessa cardui,36.6177374,-121.9166215,2017-11-04,iNat
Vanessa cardui,33.834547393,-116.5175166652,2019-03-01,iNat
Vanessa cardui,34.138378227,-118.1674741563,2019-02-27,iNat
Vanessa cardui,33.1456660751,-116.118156346,2019-02-26,iNat
Vanessa cardui,33.6694885,-116.236063,2019-03-03,iNat
Vanessa cardui,34.1008155048,-118.0124864449,2019-02-27,iNat
Vanessa cardui,34.1578528333,-118.1145028333,2019-03-03,iNat
Vanessa cardui,34.1666734172,-118.5137670023,2019-03-03,iNat
Vanessa cardui,34.20471475,-118.43328077,2019-03-03,iNat
Vanessa cardui,34.1387513889,-118.1666685556,2019-02-27,iNat
Vanessa cardui,33.7611741,-118.1544443,2019-02-26,iNat
Vanessa cardui,33.3251567022,-116.3643703773,2019-03-03,iNat
Vanessa cardui,31.4286645642,-111.1904301402,2019-03-03,iNat
Vanessa cardui,31.4287692961,-111.1904768274,2019-03-03,iNat
Vanessa cardui,31.4289038675,-111.190558551,2019-03-03,iNat
Vanessa cardui,33.3513291944,-116.3786467778,2019-02-25,iNat
Vanessa cardui,34.052528161,-118.1368861574,2019-03-03,iNat
Vanessa cardui,34.0563793619,-118.2466484512,2019-03-03,iNat
Vanessa cardui,34.0562772017,-118.2466799138,2019-03-03,iNat
Vanessa cardui,34.2016116667,-118.2128,2019-03-03,iNat
Vanessa cardui,36.0002065217,-115.2831171547,2019-03-03,iNat
Vanessa cardui,33.2584716667,-116.4068133333,2019-03-03,iNat
Vanessa cardui,31.4238666667,-111.195045,2019-03-03,iNat
Vanessa cardui,39.7320329,-104.9617885,2018-09-29,iNat
Vanessa cardui,31.4725155865,-110.3538620419,2017-08-08,iNat
Vanessa cardui,33.2558717,-116.375012,2005-03-19,iNat
Vanessa cardui,33.6647854917,-117.8453022569,2019-02-17,iNat
Vanessa cardui,33.3047599792,-116.2141036987,2019-03-03,iNat
Vanessa cardui,32.6329316667,-115.92236,2019-03-03,iNat
Vanessa cardui,32.5921715391,-115.4638687894,2019-03-03,iNat
Vanessa cardui,34.0225055,-118.0531388333,2019-03-03,iNat
Vanessa cardui,34.1816666667,-118.4982466667,2019-03-03,iNat
Vanessa cardui,36.5834044246,-118.0846668688,2019-03-03,iNat
Vanessa cardui,34.0872839909,-117.799389077,2019-03-03,iNat
Vanessa cardui,34.1366666667,-118.1669783333,2019-02-27,iNat
Vanessa cardui,34.1979189015,-118.3763705206,2019-03-03,iNat
Vanessa cardui,34.1286666667,-118.2268833333,2019-03-04,iNat
Vanessa cardui,34.1941816919,-118.2060059813,2019-03-04,iNat
Vanessa cardui,34.1369666667,-118.173675,2019-03-04,iNat
Vanessa cardui,34.1423869366,-118.1672204846,2019-03-04,iNat
Vanessa cardui,34.1265335307,-118.2107296028,2019-03-04,iNat
Vanessa cardui,34.1264995002,-118.2108169423,2019-03-04,iNat
Vanessa cardui,34.1429798724,-118.1670141221,2019-03-04,iNat
Vanessa cardui,34.1424020741,-118.1672890712,2019-03-04,iNat
Vanessa cardui,34.1430332233,-118.1669204963,2019-03-04,iNat
Vanessa cardui,34.143325764,-118.1660761491,2019-03-04,iNat
Vanessa cardui,34.14245817,-118.16721637,2019-03-04,iNat
Vanessa cardui,33.9982140404,-116.0460186884,2019-03-04,iNat
Vanessa cardui,34.144087,-118.117001,2019-03-04,iNat
Vanessa cardui,33.7829742432,-118.3478775024,2019-03-04,iNat
Celastrina echo,33.7844314575,-118.3444061279,2019-03-04,iNat
Vanessa cardui,34.1433046293,-118.1662625169,2019-03-04,iNat
Vanessa cardui,33.5167545302,-117.0916554945,2019-03-04,iNat
Vanessa cardui,33.2848166667,-116.153525,2019-03-03,iNat
Vanessa cardui,33.2839283333,-116.1526266667,2019-03-03,iNat
Vanessa cardui,33.7377916667,-116.4000033333,2019-03-04,iNat
Vanessa cardui,34.2014185,-118.2112005,2019-03-03,iNat
Vanessa cardui,34.0002,-113.122,2019-02-04,iNat
Colias eurytheme,40.5342460768,-105.0332885427,2017-07-14,iNat
Vanessa cardui,32.3092211987,-110.7206332116,2019-03-04,iNat
Vanessa cardui,32.6822116667,-116.0191266667,2019-03-02,iNat
Vanessa cardui,32.6423783333,-116.02907666670001,2019-03-03,iNat
Vanessa cardui,33.2816283333,-116.1415066667,2019-03-03,iNat
Ochlodes sylvanoides,37.1867310181,-121.5385621943,2016-10-01,iNat
Vanessa cardui,32.463886848,-114.7781073439,2019-03-04,iNat
Vanessa cardui,34.1164030948,-117.6580608129,2019-03-05,iNat
Vanessa cardui,33.2516165989,-116.4147544652,2019-03-04,iNat
Vanessa cardui,33.3073645,-116.21321,2019-02-20,iNat
Vanessa cardui,34.1608471667,-119.0456471667,2019-03-05,iNat
Vanessa cardui,35.4314239811,-117.6742374141,2019-03-04,iNat
Vanessa cardui,33.2913594713,-116.3850258569,2019-02-23,iNat
Celastrina echo,38.5680526261,-122.45710686,2019-03-03,iNat
Vanessa cardui,33.1835553196,-115.6232202124,2019-03-05,iNat
Vanessa cardui,34.438645,-118.5962,2019-02-28,iNat
Vanessa cardui,34.1363372803,-118.1669082642,2019-02-27,iNat
Vanessa cardui,33.137380498,-116.3834755495,2019-03-04,iNat
Vanessa cardui,34.61634706,-117.89239017,2019-03-05,iNat
Vanessa cardui,34.2993083333,-118.8349916667,2019-03-05,iNat
Vanessa cardui,34.2596282959,-118.1936950684,2019-03-05,iNat
Vanessa cardui,33.1824383333,-116.1659166667,2019-03-04,iNat
Vanessa cardui,34.1220745336,-117.5998138052,2019-03-05,iNat
Vanessa cardui,34.1284555,-118.1560028333,2019-03-04,iNat
Vanessa cardui,34.0064222381,-118.1627991207,2019-03-04,iNat
Vanessa cardui,34.1286138333,-118.0358195,2019-03-05,iNat
Vanessa cardui,33.7710161389,-116.4490178333,2019-03-05,iNat
Vanessa cardui,32.9750785828,-115.5419692993,2019-03-05,iNat
Vanessa cardui,34.1437459365,-118.1671867893,2019-03-05,iNat
Ochlodes sylvanoides,42.0807361055,-122.4988524586,2017-08-09,iNat
Speyeria cybele,42.0294028343,-122.5015676993,2017-08-09,iNat
Speyeria cybele,42.0663864876,-122.5102618368,2017-08-09,iNat
Erebia epipsodea,35.7647835,-105.6161986,2012-06-17,iNat
Erebia epipsodea,36.6409317123,-106.2119601629,2010-07-13,iNat
Aglais milberti,36.5959999,-105.4545,2012-07-01,iNat
Vanessa cardui,34.0152333333,-117.0013111117,2019-02-27,iNat
Aglais milberti,35.9654881959,-106.4831077168,2010-07-04,iNat
Vanessa cardui,35.6756629693,-106.071452149,2010-08-02,iNat
Colias eurytheme,35.690294,-105.888138,2010-06-29,iNat
Vanessa cardui,35.707503844,-114.7135674801,2019-03-04,iNat
Vanessa cardui,33.7090833333,-117.3206944444,2019-03-05,iNat
Vanessa cardui,35.707556115,-114.7123873074,2019-03-04,iNat
Vanessa cardui,35.7073818777,-114.7076022473,2019-03-04,iNat
Libytheana carinenta,33.4642694429,-111.6031586221,2019-03-04,iNat
Vanessa cardui,33.1814498901,-116.283203125,2019-03-03,iNat
Vanessa cardui,32.9382583333,-116.2594383333,2019-03-05,iNat
Vanessa cardui,32.94553,-116.2978666667,2019-03-05,iNat
Vanessa cardui,33.3785949092,-112.7717793038,2019-02-28,iNat
Vanessa cardui,34.4479331107,-114.2720869277,2019-02-09,iNat
Vanessa cardui,33.4658383854,-111.5929459226,2019-01-28,iNat
Vanessa cardui,33.4807992304,-111.6216983567,2019-01-16,iNat
Vanessa cardui,32.7241083333,-115.9954916667,2019-03-03,iNat
Vanessa cardui,33.5214293431,-113.7672897843,2019-02-06,iNat
Vanessa cardui,33.5214293431,-113.7672897843,2019-02-06,iNat
Vanessa cardui,33.5214293431,-113.7672897843,2019-02-06,iNat
Vanessa cardui,33.363108,-116.391369,2019-03-03,iNat
Vanessa cardui,33.7734666667,-116.3214116667,2019-03-06,iNat
Vanessa cardui,33.7730666667,-116.3213883333,2019-03-06,iNat
Vanessa cardui,32.7622,-116.2133716667,2019-03-03,iNat
Vanessa cardui,32.7102466667,-116.9809633333,2019-03-05,iNat
Vanessa cardui,33.3717616667,-116.4252616667,2019-03-06,iNat
Vanessa cardui,33.8073051282,-117.3578958243,2019-03-07,iNat
Vanessa cardui,34.0186462402,-118.4960708618,2019-03-01,iNat
Vanessa cardui,33.1702804565,-116.1550674438,2019-03-07,iNat
Vanessa cardui,33.6673916667,-116.4024366667,2019-03-05,iNat
Vanessa cardui,31.7796739145,-106.2579920143,2019-03-07,iNat
Vanessa cardui,33.6667416667,-116.4005966667,2019-03-07,iNat
Vanessa cardui,34.4192769263,-118.5635287289,2019-03-07,iNat
Vanessa cardui,33.6692320556,-116.4090528889,2019-03-02,iNat
Vanessa cardui,34.1493618954,-118.1668896509,2019-03-07,iNat
Vanessa cardui,34.1258555,-118.2227466667,2019-03-07,iNat
Vanessa cardui,34.1024695,-117.7963166667,2019-03-07,iNat
Vanessa cardui,34.0891379211,-118.115562061,2019-03-07,iNat
Vanessa cardui,33.8071763131,-117.3557153856,2019-03-07,iNat
Vanessa cardui,34.1288967664,-118.1557702181,2019-03-07,iNat
Vanessa cardui,32.6333802908,-115.9220523976,2019-03-02,iNat
Vanessa cardui,34.186443896,-118.1016942859,2019-03-07,iNat
Vanessa cardui,33.7194533333,-115.58947,2019-03-07,iNat
Vanessa cardui,33.3256088904,-116.3643155884,2019-03-04,iNat
Vanessa cardui,32.5416826367,-115.4158946928,2019-03-07,iNat
Vanessa cardui,33.4704434241,-111.6090249594,2019-03-06,iNat
Vanessa cardui,33.4704434241,-111.6090249594,2019-03-06,iNat
Vanessa cardui,34.1046891599,-118.2644418818,2019-03-07,iNat
Vanessa cardui,34.1164186833,-116.106743852,2019-02-17,iNat
Vanessa cardui,34.0517628468,-118.314564818,2019-03-07,iNat
Colias eurytheme,38.343637,-122.529332,2014-03-08,iNat
Vanessa cardui,34.0464253861,-116.5699182246,2019-03-08,iNat
Vanessa cardui,31.940490003,-113.0498517151,2019-03-02,iNat
Vanessa cardui,32.5648527872,-117.0763625578,2019-03-07,iNat
Vanessa cardui,34.0260171917,-118.055347837,2019-03-07,iNat
Celastrina echo,32.9704425969,-116.5115854456,2012-05-20,iNat
Vanessa cardui,33.8071682014,-117.3574608467,2019-03-07,iNat
Celastrina echo,32.3378100477,-110.6900821218,2019-03-07,iNat
Vanessa cardui,34.906778,-116.838024,2019-03-07,iNat
Colias eurytheme,42.0467119961,-122.5332965637,2017-08-09,iNat
Vanessa cardui,34.1432895291,-118.1666691029,2019-03-04,iNat
Vanessa cardui,33.4654854595,-111.6056473121,2019-03-06,iNat
Vanessa cardui,33.30879414,-116.2123333095,2019-03-03,iNat
Vanessa cardui,33.3248783333,-116.3675216667,2019-03-04,iNat
Vanessa cardui,34.1455225733,-118.3466908518,2019-03-07,iNat
Vanessa cardui,33.1894951038,-116.3244534777,2019-03-07,iNat
Vanessa cardui,33.3252983093,-116.3656234741,2019-03-06,iNat
Ochlodes sylvanoides,42.0394899568,-122.5232978955,2017-08-11,iNat
Vanessa cardui,33.4674371,-117.6616125,2019-03-07,iNat
Colias eurytheme,42.0365357537,-122.5287379069,2017-08-11,iNat
Vanessa cardui,34.2747282179,-118.4871157567,2019-03-08,iNat
Vanessa cardui,34.2749275991,-118.4868615492,2019-03-08,iNat
Vanessa cardui,34.2749798857,-118.4870615882,2019-03-08,iNat
Vanessa cardui,34.2749752757,-118.4870239535,2019-03-08,iNat
Vanessa cardui,34.2747269,-118.4877551,2019-03-08,iNat
Vanessa cardui,34.2748587536,-118.4870068275,2019-03-08,iNat
Vanessa cardui,34.2747833333,-118.4870916667,2019-03-08,iNat
Vanessa cardui,33.3484609353,-112.1100739645,2019-03-03,iNat
Vanessa cardui,34.1359471667,-118.1666111667,2019-03-08,iNat
Vanessa cardui,34.1352321914,-118.1669909045,2019-03-08,iNat
Vanessa cardui,33.60997542,-114.90039857,2019-03-08,iNat
Vanessa cardui,34.1678666667,-118.3879,2019-03-08,iNat
Vanessa cardui,34.593075842,-112.4190820134,2019-01-22,iNat
Vanessa cardui,34.2877673424,-118.4967998359,2019-03-08,iNat
Vanessa cardui,33.4612024902,-111.946553914,2019-03-08,iNat
Vanessa cardui,34.2749047,-118.4870761727,2019-03-08,iNat
Vanessa cardui,34.1581420898,-118.1131515503,2019-03-08,iNat
Vanessa cardui,34.2748071347,-118.4871081916,2019-03-08,iNat
Vanessa cardui,34.2748598149,-118.4871459101,2019-03-08,iNat
Vanessa cardui,33.8818283333,-117.8843216667,2019-03-08,iNat
Vanessa cardui,33.3541728916,-116.3780216845,2019-03-07,iNat
Vanessa cardui,32.7311877156,-117.1512632139,2019-03-05,iNat
Vanessa cardui,34.3872685125,-119.4992267714,2019-03-08,iNat
Vanessa cardui,34.265775,-118.756425,2019-03-08,iNat
Vanessa cardui,34.2225582189,-118.8122905008,2019-03-08,iNat
Vanessa cardui,34.0104141235,-117.1202011108,2019-03-08,iNat
Vanessa cardui,34.0112571716,-117.1204071045,2019-03-08,iNat
Vanessa cardui,33.3484609353,-112.1100739645,2019-03-01,iNat
Vanessa cardui,33.9887866369,-118.3434203041,2019-03-08,iNat
Vanessa cardui,34.1884616667,-118.1777216667,2019-03-07,iNat
Vanessa cardui,34.3429466667,-118.40713,2019-03-08,iNat
Vanessa cardui,36.438918257,-115.3594403275,2019-03-07,iNat
Vanessa cardui,34.2726033333,-118.7770383333,2019-03-08,iNat
Vanessa cardui,36.438832981,-115.3600455505,2019-03-07,iNat
Vanessa cardui,36.4388372966,-115.3599919064,2019-03-07,iNat
Vanessa cardui,34.1974998253,-118.1705127751,2019-03-08,iNat
Vanessa cardui,32.8325361111,-117.0696333333,2019-03-08,iNat
Vanessa cardui,35.9911007515,-115.2549856312,2019-03-07,iNat
Vanessa cardui,35.9911094323,-115.2549534447,2019-03-07,iNat
Vanessa cardui,35.9911094323,-115.25499636,2019-03-07,iNat
Vanessa cardui,34.0245291548,-118.1956726861,2019-03-08,iNat
Vanessa cardui,34.0140616647,-118.1701398812,2019-03-08,iNat
Vanessa cardui,34.1606136165,-118.0725713926,2019-03-08,iNat
Vanessa cardui,32.8257032891,-117.0736710209,2019-03-08,iNat
Vanessa cardui,35.9650633333,-114.71502,2019-03-08,iNat
Vanessa cardui,34.2023716667,-118.18322,2019-03-08,iNat
Ochlodes sylvanoides,42.1608118897,-122.5076795585,2017-09-07,iNat
Vanessa cardui,34.399996,-119.3001134,2019-03-08,iNat
Vanessa cardui,34.399996,-119.3001134,2019-03-08,iNat
Vanessa cardui,33.3078383333,-116.213075,2019-03-08,iNat
Vanessa cardui,34.2514463987,-118.6231265539,2019-03-08,iNat
Vanessa cardui,34.1195416667,-118.2838366667,2019-03-08,iNat
Vanessa cardui,34.0142222167,-118.3763666667,2019-02-28,iNat
Vanessa cardui,33.3585038921,-116.390918512,2019-03-08,iNat
Vanessa cardui,34.1328887939,-118.1355743408,2019-03-08,iNat
Vanessa cardui,33.6515798606,-116.3728273475,2019-03-09,iNat
Vanessa cardui,34.1251751482,-118.3433428992,2019-03-08,iNat
Vanessa cardui,34.0087581563,-118.3346417507,2019-03-09,iNat
Vanessa cardui,34.1808942815,-118.2261661342,2019-03-09,iNat
Vanessa cardui,34.1486138333,-118.0019138833,2019-03-09,iNat
Vanessa cardui,32.66344601,-115.46139842,2019-03-09,iNat
Vanessa cardui,33.2613449777,-116.4071159532,2019-03-09,iNat
Vanessa cardui,33.2613730152,-116.4071967547,2019-03-09,iNat
Vanessa cardui,34.1362805,-118.1749033333,2019-03-09,iNat
Vanessa cardui,33.6737466667,-116.2577883333,2019-03-05,iNat
Vanessa cardui,34.1582221985,-118.1134490967,2019-03-08,iNat
Vanessa cardui,33.3358473411,-116.36381615090001,2019-03-09,iNat
Vanessa cardui,34.1472666667,-118.2081616667,2019-03-09,iNat
Vanessa cardui,34.1231017484,-118.6216167373,2019-03-09,iNat
Ochlodes sylvanoides,46.9723504742,-123.9016267947,2016-09-11,iNat
Vanessa cardui,33.9053833333,-116.6415033333,2019-03-09,iNat
Vanessa cardui,33.8258397209,-116.4980671651,2019-03-07,iNat
Vanessa cardui,34.1312250273,-118.5250841953,2019-03-09,iNat
Vanessa cardui,33.7803234165,-118.2876147996,2019-02-24,iNat
Vanessa cardui,33.3262490864,-112.1097851332,2019-03-09,iNat
Vanessa cardui,33.8873691,-117.8834522,2019-03-09,iNat
Vanessa cardui,34.227937,-118.232851,2019-03-09,iNat
Vanessa cardui,33.9176133333,-116.6727616667,2019-03-09,iNat
Vanessa cardui,33.7182908969,-117.4376431057,2019-03-09,iNat
Vanessa cardui,32.9089895077,-115.7861134877,2019-03-09,iNat
Vanessa cardui,34.2183140369,-118.9235112716,2019-03-09,iNat
Vanessa cardui,34.294405,-118.945825,2019-03-09,iNat
Vanessa cardui,34.0768149,-117.8073705,2019-03-09,iNat
Vanessa cardui,34.1408778333,-118.1666555,2019-03-09,iNat
Vanessa cardui,33.2800216667,-116.1469888333,2019-03-09,iNat
Vanessa cardui,33.8259144097,-118.3816495165,2019-03-09,iNat
Vanessa cardui,33.909405,-117.7780083333,2019-03-09,iNat
Vanessa cardui,33.25797,-116.4056166667,2019-03-09,iNat
Vanessa cardui,33.3073976787,-116.2369116601,2019-03-09,iNat
Vanessa cardui,34.1541208598,-118.3290732148,2019-03-09,iNat
Vanessa cardui,33.3248596191,-116.3672332764,2019-03-09,iNat
Vanessa cardui,31.8716343,-116.6627045,2019-03-09,iNat
Vanessa cardui,34.2014185,-118.2112005,2019-03-07,iNat
Vanessa cardui,34.2014185,-118.2112005,2019-03-07,iNat
Vanessa cardui,34.2014185,-118.2112005,2019-03-08,iNat
Vanessa cardui,34.2014185,-118.2112005,2019-03-09,iNat
Vanessa cardui,34.1914283333,-118.3571916667,2019-03-09,iNat
Vanessa cardui,34.1240188765,-118.2155547446,2019-03-09,iNat
Vanessa cardui,33.984091105,-117.3029195371,2019-03-09,iNat
Vanessa cardui,33.2574,-116.4041366667,2019-03-09,iNat
Vanessa cardui,33.9542566667,-116.6651116667,2019-03-09,iNat
Vanessa cardui,33.5229544453,-101.9598808853,2019-03-09,iNat
Vanessa cardui,37.1694450378,-113.6491699219,2019-03-09,iNat
Vanessa cardui,32.9244728088,-116.9974441528,2019-03-10,iNat
Vanessa cardui,33.1640002944,-116.2221618836,2019-03-05,iNat
Vanessa cardui,32.74116279,-115.97124297,2019-03-16,iNat
Vanessa cardui,33.8930427638,-116.4185662744,2019-03-10,iNat
Vanessa cardui,34.0176755629,-118.2888310275,2019-03-08,iNat
Vanessa cardui,34.1947464893,-118.1752648071,2019-03-10,iNat
Vanessa cardui,34.0196928172,-117.3044272825,2019-03-10,iNat
Vanessa cardui,32.4885486079,-106.9228407051,2019-03-05,iNat
Vanessa cardui,33.3299716667,-112.1059278333,2019-03-09,iNat
Celastrina echo,36.7329307999,-119.0421139096,2012-04-08,iNat
Vanessa cardui,34.1370868104,-118.2347084211,2019-03-09,iNat
Vanessa cardui,33.4612083333,-111.946525,2019-03-10,iNat
Vanessa cardui,34.34945,-119.0526111667,2019-03-10,iNat
Vanessa cardui,33.01466098,-116.44956042,2019-03-08,iNat
Eurema mexicana,31.7692769288,-110.8649462566,2017-11-10,iNat
Vanessa cardui,31.5388494,-110.7609196,2017-11-11,iNat
Vanessa cardui,33.0157666667,-116.8246666667,2019-03-04,iNat
Vanessa cardui,32.9664033333,-116.306245,2019-03-10,iNat
Vanessa cardui,33.3289267417,-116.3721824437,2019-03-10,iNat
Vanessa cardui,33.0015365,-116.44335805,2019-03-09,iNat
Vanessa cardui,32.93379226,-116.25627441,2019-03-10,iNat
Vanessa cardui,33.1759,-116.2324833333,2019-03-09,iNat
